nominal,empirical
0.5,0.461996336996337
0.55,0.461996336996337
0.6,0.461996336996337
0.65,0.461996336996337
0.7,0.461996336996337
0.75,0.7184065934065934
0.8,0.7184065934065934
0.85,0.7184065934065934
0.8999999999999999,0.7184065934065934
0.95,0.7184065934065934
