route_id,direction_id,hour,trip_count,avg_headway_min,min_headway_min
H,1,6,3,20.0,18.5
H,1,7,3,20.0,15.0
H,1,8,4,15.0,14.0
H,1,9,3,20.0,18.0
H,1,10,4,15.0,11.5
H,1,11,4,15.0,15.0
H,1,12,4,15.0,15.0
H,1,13,4,15.0,14.0
H,1,14,3,20.0,16.0
H,1,15,5,12.0,10.0
H,1,16,4,15.0,13.0
H,1,17,4,15.0,13.0
H,1,18,4,15.0,13.0
H,1,19,4,15.0,10.5
H,1,20,4,15.0,13.0
H,1,21,3,20.0,17.0
H,1,22,4,15.0,12.5
H,1,23,3,20.0,19.0
J,0,0,4,15.0,15.0
J,0,1,3,20.0,20.0
J,0,2,3,20.0,20.0
J,0,3,3,20.0,20.0
J,0,4,3,20.0,20.0
J,0,5,3,20.0,20.0
J,0,6,6,10.0,2.0
J,0,7,7,8.571428571428571,2.5
J,0,8,12,5.0,4.5
J,0,9,7,8.571428571428571,7.0
J,0,10,7,8.571428571428571,8.0
J,0,11,8,7.5,8.0
J,0,12,7,8.571428571428571,8.0
J,0,13,8,7.5,8.0
J,0,14,7,8.571428571428571,8.0
J,0,15,8,7.5,7.0
J,0,16,7,8.571428571428571,5.0
J,0,17,6,10.0,9.5
J,0,18,7,8.571428571428571,8.0
J,0,19,6,10.0,8.0
J,0,20,6,10.0,10.0
J,0,21,6,10.0,10.0
J,0,22,6,10.0,10.0
J,0,23,4,15.0,12.0
J,1,0,3,20.0,20.0
J,1,1,3,20.0,20.0
J,1,2,3,20.0,20.0
J,1,3,3,20.0,20.0
J,1,4,3,20.0,20.0
J,1,5,4,15.0,12.0
J,1,6,7,8.571428571428571,8.0
J,1,7,6,10.0,8.0
J,1,8,7,8.571428571428571,4.5
J,1,9,8,7.5,5.5
J,1,10,8,7.5,7.0
J,1,11,7,8.571428571428571,8.0
J,1,12,8,7.5,8.0
J,1,13,7,8.571428571428571,8.0
J,1,14,8,7.5,7.5
J,1,15,8,7.5,6.0
J,1,16,10,6.0,1.0
J,1,17,7,8.571428571428571,8.0
J,1,18,6,10.0,9.5
J,1,19,6,10.0,10.0
J,1,20,6,10.0,10.0
J,1,21,5,12.0,12.0
J,1,22,4,15.0,12.0
J,1,23,4,15.0,15.0
L,0,0,4,15.0,12.0
L,0,1,3,20.0,20.0
L,0,2,3,20.0,20.0
L,0,3,3,20.0,20.0
L,0,4,4,15.0,15.5
L,0,5,9,6.666666666666667,4.5
L,0,6,12,5.0,1.5
L,0,7,15,4.0,1.5
L,0,8,20,3.0,0.5
L,0,9,19,3.1578947368421053,0.5
L,0,10,15,4.0,3.5
L,0,11,14,4.285714285714286,4.0
L,0,12,12,5.0,5.0
L,0,13,12,5.0,5.0
L,0,14,12,5.0,5.0
L,0,15,13,4.615384615384615,4.0
L,0,16,16,3.75,2.0
L,0,17,17,3.5294117647058822,1.0
L,0,18,16,3.75,3.5
L,0,19,15,4.0,4.0
L,0,20,15,4.0,4.0
L,0,21,13,4.615384615384615,4.0
L,0,22,9,6.666666666666667,4.5
L,0,23,6,10.0,10.0
L,1,0,6,10.0,10.0
L,1,1,4,15.0,12.0
L,1,2,3,20.0,20.0
L,1,3,3,20.0,20.0
L,1,4,3,20.0,20.0
L,1,5,4,15.0,10.0
L,1,6,10,6.0,6.0
L,1,7,14,4.285714285714286,3.0
L,1,8,20,3.0,2.5
L,1,9,18,3.3333333333333335,2.5
L,1,10,17,3.5294117647058822,3.0
L,1,11,15,4.0,4.0
L,1,12,12,5.0,5.0
L,1,13,12,5.0,5.0
L,1,14,12,5.0,5.0
L,1,15,12,5.0,5.0
L,1,16,15,4.0,4.0
L,1,17,17,3.5294117647058822,3.5
L,1,18,17,3.5294117647058822,3.5
L,1,19,15,4.0,4.0
L,1,20,15,4.0,4.0
L,1,21,15,4.0,4.0
L,1,22,11,5.454545454545454,5.0
L,1,23,7,8.571428571428571,6.0
M,0,0,3,20.0,18.0
M,0,1,3,20.0,20.0
M,0,2,3,20.0,20.0
M,0,3,3,20.0,20.0
M,0,4,3,20.0,20.0
M,0,5,8,7.5,2.5
M,0,6,7,8.571428571428571,6.5
M,0,7,7,8.571428571428571,5.0
M,0,8,9,6.666666666666667,4.5
M,0,9,8,7.5,7.0
M,0,10,7,8.571428571428571,7.5
M,0,11,7,8.571428571428571,8.0
M,0,12,8,7.5,8.0
M,0,13,7,8.571428571428571,8.0
M,0,14,8,7.5,6.0
M,0,15,7,8.571428571428571,7.5
M,0,16,8,7.5,6.0
M,0,17,8,7.5,4.0
M,0,18,8,7.5,5.5
M,0,19,6,10.0,9.0
M,0,20,6,10.0,9.0
M,0,21,6,10.0,7.0
M,0,22,6,10.0,8.0
M,0,23,4,15.0,10.0
M,1,0,4,15.0,15.0
M,1,1,3,20.0,20.0
M,1,2,3,20.0,20.0
M,1,3,3,20.0,20.0
M,1,4,3,20.0,20.0
M,1,5,8,7.5,1.0
M,1,6,7,8.571428571428571,0.5
M,1,7,10,6.0,5.0
M,1,8,8,7.5,5.5
M,1,9,7,8.571428571428571,8.0
M,1,10,8,7.5,7.5
M,1,11,7,8.571428571428571,7.5
M,1,12,8,7.5,7.5
M,1,13,7,8.571428571428571,8.0
M,1,14,8,7.5,7.0
M,1,15,7,8.571428571428571,7.0
M,1,16,7,8.571428571428571,7.0
M,1,17,8,7.5,5.5
M,1,18,8,7.5,5.5
M,1,19,7,8.571428571428571,8.0
M,1,20,4,15.0,10.0
M,1,21,3,20.0,9.0
M,1,22,6,10.0,8.0
M,1,23,4,15.0,10.5
N,0,0,3,20.0,20.0
N,0,1,3,20.0,20.0
N,0,2,3,20.0,20.0
N,0,3,3,20.0,20.0
N,0,4,3,20.0,20.0
N,0,5,5,12.0,4.0
N,0,6,7,8.571428571428571,4.0
N,0,7,10,6.0,1.5
N,0,8,8,7.5,5.5
N,0,9,6,10.0,8.5
N,0,10,8,7.5,4.5
N,0,11,8,7.5,7.0
N,0,12,7,8.571428571428571,6.0
N,0,13,7,8.571428571428571,6.5
N,0,14,7,8.571428571428571,6.0
N,0,15,10,6.0,1.5
N,0,16,8,7.5,5.0
N,0,17,7,8.571428571428571,6.5
N,0,18,6,10.0,6.0
N,0,19,5,12.0,10.0
N,0,20,5,12.0,9.0
N,0,21,5,12.0,10.0
N,0,22,5,12.0,7.5
N,0,23,4,15.0,12.5
N,1,0,3,20.0,20.0
N,1,1,3,20.0,20.0
N,1,2,3,20.0,20.0
N,1,3,3,20.0,20.0
N,1,4,3,20.0,20.0
N,1,5,4,15.0,12.0
N,1,6,6,10.0,9.0
N,1,7,6,10.0,8.5
N,1,8,8,7.5,1.0
N,1,9,8,7.5,1.0
N,1,10,7,8.571428571428571,6.0
N,1,11,7,8.571428571428571,5.5
N,1,12,8,7.5,3.5
N,1,13,7,8.571428571428571,5.0
N,1,14,8,7.5,4.5
N,1,15,7,8.571428571428571,5.0
N,1,16,9,6.666666666666667,2.0
N,1,17,9,6.666666666666667,1.0
N,1,18,7,8.571428571428571,4.5
N,1,19,7,8.571428571428571,5.5
N,1,20,5,12.0,9.5
N,1,21,4,15.0,8.5
N,1,22,6,10.0,10.0
N,1,23,4,15.0,12.0
Q,0,0,3,20.0,20.0
Q,0,1,3,20.0,20.0
Q,0,2,3,20.0,20.0
Q,0,3,3,20.0,20.0
Q,0,4,4,15.0,14.0
Q,0,5,5,12.0,8.5
Q,0,6,8,7.5,7.0
Q,0,7,9,6.666666666666667,5.5
Q,0,8,9,6.666666666666667,6.0
Q,0,9,7,8.571428571428571,6.0
Q,0,10,8,7.5,5.5
Q,0,11,7,8.571428571428571,7.0
Q,0,12,8,7.5,8.0
Q,0,13,7,8.571428571428571,8.0
Q,0,14,8,7.5,5.0
Q,0,15,7,8.571428571428571,7.0
Q,0,16,9,6.666666666666667,5.5
Q,0,17,8,7.5,5.5
Q,0,18,10,6.0,4.5
Q,0,19,8,7.5,3.0
Q,0,20,8,7.5,6.0
Q,0,21,6,10.0,6.0
Q,0,22,5,12.0,8.0
Q,0,23,4,15.0,12.0
Q,1,0,3,20.0,15.0
Q,1,1,3,20.0,20.0
Q,1,2,3,20.0,20.0
Q,1,3,3,20.0,20.0
Q,1,4,3,20.0,20.0
Q,1,5,4,15.0,12.0
Q,1,6,7,8.571428571428571,8.0
Q,1,7,7,8.571428571428571,7.0
Q,1,8,10,6.0,5.0
Q,1,9,8,7.5,5.5
Q,1,10,7,8.571428571428571,8.0
Q,1,11,8,7.5,6.0
Q,1,12,7,8.571428571428571,7.0
Q,1,13,8,7.5,7.5
Q,1,14,7,8.571428571428571,7.5
Q,1,15,8,7.5,7.0
Q,1,16,8,7.5,3.0
Q,1,17,9,6.666666666666667,4.5
Q,1,18,9,6.666666666666667,4.5
Q,1,19,9,6.666666666666667,5.5
Q,1,20,8,7.5,6.0
Q,1,21,8,7.5,7.0
Q,1,22,5,12.0,10.0
Q,1,23,6,10.0,8.5
R,0,0,3,20.0,20.0
R,0,1,3,20.0,20.0
R,0,2,3,20.0,20.0
R,0,3,3,20.0,20.0
R,0,4,3,20.0,20.0
R,0,5,5,12.0,11.0
R,0,6,7,8.571428571428571,5.5
R,0,7,9,6.666666666666667,5.5
R,0,8,8,7.5,6.0
R,0,9,8,7.5,7.0
R,0,10,8,7.5,6.5
R,0,11,7,8.571428571428571,8.0
R,0,12,8,7.5,7.0
R,0,13,7,8.571428571428571,7.5
R,0,14,8,7.5,8.0
R,0,15,9,6.666666666666667,0.5
R,0,16,8,7.5,5.5
R,0,17,9,6.666666666666667,5.5
R,0,18,8,7.5,5.0
R,0,19,7,8.571428571428571,7.5
R,0,20,7,8.571428571428571,6.0
R,0,21,4,15.0,12.0
R,0,22,6,10.0,5.0
R,0,23,3,20.0,20.0
R,1,0,3,20.0,20.0
R,1,1,3,20.0,20.0
R,1,2,3,20.0,20.0
R,1,3,3,20.0,20.0
R,1,4,3,20.0,20.0
R,1,5,10,6.0,1.5
R,1,6,8,7.5,5.0
R,1,7,9,6.666666666666667,4.5
R,1,8,8,7.5,5.0
R,1,9,8,7.5,7.5
R,1,10,7,8.571428571428571,8.0
R,1,11,8,7.5,6.5
R,1,12,7,8.571428571428571,7.0
R,1,13,8,7.5,6.0
R,1,14,7,8.571428571428571,7.0
R,1,15,8,7.5,5.5
R,1,16,10,6.0,4.5
R,1,17,8,7.5,5.0
R,1,18,7,8.571428571428571,6.5
R,1,19,6,10.0,7.5
R,1,20,7,8.571428571428571,9.0
R,1,21,6,10.0,9.0
R,1,22,3,20.0,12.0
R,1,23,2,30.0,20.0
SI,0,0,2,30.0,30.0
SI,0,1,2,30.0,30.0
SI,0,2,2,30.0,30.0
SI,0,3,2,30.0,30.0
SI,0,4,2,30.0,30.0
SI,0,5,3,20.0,20.0
SI,0,6,6,10.0,11.0
SI,0,7,8,7.5,6.0
SI,0,8,5,12.0,6.0
SI,0,9,2,30.0,30.0
SI,0,10,2,30.0,30.0
SI,0,11,2,30.0,30.0
SI,0,12,2,30.0,30.0
SI,0,13,2,30.0,30.0
SI,0,14,3,20.0,28.0
SI,0,15,3,20.0,20.0
SI,0,16,3,20.0,15.0
SI,0,17,4,15.0,15.0
SI,0,18,4,15.0,15.0
SI,0,19,4,15.0,15.0
SI,0,20,2,30.0,20.0
SI,0,21,2,30.0,30.0
SI,0,22,2,30.0,30.0
SI,0,23,2,30.0,30.0
SI,1,0,2,30.0,30.0
SI,1,1,2,30.0,30.0
SI,1,2,2,30.0,30.0
SI,1,3,2,30.0,30.0
SI,1,4,2,30.0,30.0
SI,1,5,2,30.0,25.0
SI,1,6,2,30.0,30.0
SI,1,7,8,7.5,2.0
SI,1,8,5,12.0,7.0
SI,1,9,2,30.0,30.0
SI,1,10,2,30.0,30.0
SI,1,11,2,30.0,30.0
SI,1,12,2,30.0,30.0
SI,1,13,2,30.0,30.0
SI,1,14,2,30.0,30.0
SI,1,15,3,20.0,15.0
SI,1,16,6,10.0,2.0
SI,1,17,6,10.0,2.0
SI,1,18,8,7.5,2.0
SI,1,19,8,7.5,2.0
SI,1,20,2,30.0,25.0
SI,1,21,2,30.0,30.0
SI,1,22,2,30.0,30.0
SI,1,23,2,30.0,30.0
W,0,7,6,10.0,4.0
W,0,8,6,10.0,9.0
W,0,9,6,10.0,7.0
W,0,10,6,10.0,8.0
W,0,11,6,10.0,8.5
W,0,12,6,10.0,8.5
W,0,13,6,10.0,8.5
W,0,14,6,10.0,8.5
W,0,15,6,10.0,9.0
W,0,16,8,7.5,3.5
W,0,17,6,10.0,8.0
W,0,18,5,12.0,8.0
W,0,19,7,8.571428571428571,8.0
W,0,20,6,10.0,7.0
W,0,21,5,12.0,7.5
W,0,22,2,30.0,11.5
W,1,6,4,15.0,10.5
W,1,7,6,10.0,9.0
W,1,8,7,8.571428571428571,6.0
W,1,9,8,7.5,3.5
W,1,10,5,12.0,10.0
W,1,11,6,10.0,8.5
W,1,12,6,10.0,8.0
W,1,13,6,10.0,8.0
W,1,14,6,10.0,8.5
W,1,15,6,10.0,6.5
W,1,16,6,10.0,7.5
W,1,17,6,10.0,8.5
W,1,18,7,8.571428571428571,7.0
W,1,19,6,10.0,7.5
W,1,20,6,10.0,8.5
W,1,21,3,20.0,10.0
Z,0,16,1,60.0,60.0
Z,0,17,5,12.0,9.5
Z,1,7,4,15.0,10.0
Z,1,8,2,30.0,9.5
