lambda_eval,lambda_opt,total_trips,total_passenger_min_wait,total_fleet_cost,objective,baseline_objective,improvement_pct,pct_at_trips_max,elapsed_s
100,1240.5501811597958,527.0,687819.9848002391,52700.0,740519.9848002391,847018.6674223808,12.5733572019416,22.916666666666664,0.19202065467834473
150,1240.5501811597928,527.0,687819.9848002391,79050.0,766869.9848002391,870118.6674223808,11.86604614839527,22.916666666666664,0.1873302459716797
200,1240.5501811597942,527.0,687819.9848002391,105400.0,793219.9848002391,893218.6674223808,11.195319384749803,22.916666666666664,0.18753838539123535
400,1240.550181159799,527.0,687819.9848002391,210800.0,898619.9848002391,985618.6674223808,8.826809545892958,22.916666666666664,0.19280409812927246
600,1240.5501811597942,527.0,687819.9848002391,316200.0,1004019.9848002391,1078018.6674223808,6.8643229341359895,22.916666666666664,0.19488191604614258
1000,1240.5501811597935,527.0,687819.9848002391,527000.0,1214819.984800239,1262818.6674223808,3.8009164625444467,22.916666666666664,0.197404146194458
