nominal,empirical,z_score
0.5,0.07280219780219781,0.6744897501960817
0.55,0.07921245421245421,0.7554150263604693
0.6,0.08653846153846154,0.8416212335729143
0.65,0.09798534798534798,0.93458929107348
0.7,0.10989010989010989,1.0364333894937898
0.75,0.12683150183150182,1.1503493803760079
0.8,0.14194139194139194,1.2815515655446004
0.85,0.15476190476190477,1.4395314709384563
0.8999999999999999,0.1804029304029304,1.6448536269514722
0.95,0.2271062271062271,1.959963984540054
