scenario,passenger_min_wait_saved,fleet_cost_increase,objective_improvement_pct,total_trips
weekday_peak,112998.68262214167,9750.0,11.86604614839527,527.0
weekend,117419.70469775115,14250.0,16.066789802382292,557.0
rainy_day,73333.68814110779,4950.0,7.387822555667943,495.0
