date,target,lambda_eval,lambda_opt,baseline_objective,optimized_objective,objective_improvement_pct,baseline_wait,optimized_wait,wait_improvement_pct,baseline_fleet_cost,optimized_fleet_cost,optimized_total_trips
2026-01-15,balanced,150.0,260.0,537636.7693133269,452861.5380698516,15.768123774672407,468336.7693133269,363311.5380698516,22.425151755106228,69300.0,89550.0,597.0
2026-03-28,balanced,150.0,260.0,394928.45649650716,336223.39010860975,14.864734465751676,325628.45649650716,250123.39010860975,23.18749018444809,69300.0,86100.0,574.0
2026-05-12,balanced,150.0,260.0,537636.7693133269,452861.5380698516,15.768123774672407,468336.7693133269,363311.5380698516,22.425151755106228,69300.0,89550.0,597.0
