nominal,empirical
0.5,0.46528431038968837
0.55,0.46528431038968837
0.6,0.46528431038968837
0.65,0.46528431038968837
0.7,0.46528431038968837
0.75,0.7613834237335628
0.8,0.7613834237335628
0.85,0.7613834237335628
0.8999999999999999,0.7613834237335628
0.95,0.7613834237335628
