nominal,empirical,z_score
0.5,0.08430238376398536,0.6744897501960817
0.55,0.09396953745771872,0.7554150263604693
0.6,0.10483757980905871,0.8416212335729143
0.65,0.11640614054400256,0.93458929107348
0.7,0.12931569361327383,1.0364333894937898
0.75,0.1439265056141545,1.1503493803760079
0.8,0.16161959850289215,1.2815515655446004
0.85,0.1821347797370054,1.4395314709384563
0.8999999999999999,0.21007545583731962,1.6448536269514722
0.95,0.2537077437303605,1.959963984540054
