date,route,direction,hour,baseline_trips,opt_trips,predicted_demand,lambda_opt,target
2026-01-15,GS,1,7,14.0,16,2244.2410204102357,260.0,balanced
2026-01-15,GS,1,8,18.0,20,3301.7956868079696,260.0,balanced
2026-01-15,GS,1,9,18.0,16,2263.9208269134906,260.0,balanced
2026-01-15,GS,1,10,13.0,11,1004.8054210316038,260.0,balanced
2026-01-15,GS,1,11,12.0,10,879.5852877332895,260.0,balanced
2026-01-15,GS,1,12,12.0,10,924.1498483101116,260.0,balanced
2026-01-15,GS,1,13,12.0,11,991.6555969777569,260.0,balanced
2026-01-15,GS,1,14,12.0,12,1206.2217788521457,260.0,balanced
2026-01-15,GS,1,15,15.0,13,1512.6277968560064,260.0,balanced
2026-01-15,GS,1,16,16.0,15,2064.498952501028,260.0,balanced
2026-01-15,GS,1,17,18.0,20,3361.772787625227,260.0,balanced
2026-01-15,GS,1,18,17.0,17,2534.7557882944247,260.0,balanced
2026-01-15,GS,1,19,13.0,15,1864.0236983295222,260.0,balanced
2026-01-15,GS,1,20,14.0,12,1313.8435051226181,260.0,balanced
2026-01-15,GS,1,21,12.0,12,1183.3687305678484,260.0,balanced
2026-01-15,GS,1,22,12.0,11,1023.1951362864813,260.0,balanced
2026-01-15,GS,1,23,12.0,8,583.2553028145114,260.0,balanced
2026-01-15,H,0,0,2.0,2,6.623139769894273,260.0,balanced
2026-01-15,H,0,1,3.0,2,4.706635261486529,260.0,balanced
2026-01-15,H,0,2,3.0,2,5.253882420540962,260.0,balanced
2026-01-15,H,0,3,3.0,2,8.339654305781766,260.0,balanced
2026-01-15,H,0,4,3.0,2,22.1411761324755,260.0,balanced
2026-01-15,H,0,5,3.0,2,42.5249840365142,260.0,balanced
2026-01-15,H,0,6,3.0,3,96.08107963996352,260.0,balanced
2026-01-15,H,0,7,3.0,4,125.11892388044521,260.0,balanced
2026-01-15,H,0,8,5.0,2,53.601940722767054,260.0,balanced
2026-01-15,H,0,9,3.0,2,33.692326996145006,260.0,balanced
2026-01-15,H,0,10,4.0,2,21.342660140801925,260.0,balanced
2026-01-15,H,0,11,3.0,2,21.169595547494186,260.0,balanced
2026-01-15,H,0,12,4.0,2,24.64905151969015,260.0,balanced
2026-01-15,H,0,13,4.0,2,28.11790226632336,260.0,balanced
2026-01-15,H,0,14,4.0,2,35.09555419078891,260.0,balanced
2026-01-15,H,0,15,5.0,2,39.17477693382896,260.0,balanced
2026-01-15,H,0,16,4.0,2,35.785609768779956,260.0,balanced
2026-01-15,H,0,17,4.0,2,30.673024516722222,260.0,balanced
2026-01-15,H,0,18,4.0,2,21.68633017455637,260.0,balanced
2026-01-15,H,0,19,4.0,2,19.382461019429353,260.0,balanced
2026-01-15,H,0,20,3.0,2,16.851089385272687,260.0,balanced
2026-01-15,H,0,21,4.0,2,13.856654000142893,260.0,balanced
2026-01-15,H,0,22,3.0,2,9.751959918626333,260.0,balanced
2026-01-15,H,0,23,3.0,2,8.110901111619503,260.0,balanced
2026-01-15,H,1,0,2.0,2,6.623139769894273,260.0,balanced
2026-01-15,H,1,1,3.0,2,4.706635261486529,260.0,balanced
2026-01-15,H,1,2,3.0,2,5.253882420540962,260.0,balanced
2026-01-15,H,1,3,3.0,2,8.339654305781766,260.0,balanced
2026-01-15,H,1,4,3.0,2,22.1411761324755,260.0,balanced
2026-01-15,H,1,5,3.0,2,42.5249840365142,260.0,balanced
2026-01-15,H,1,6,3.0,3,96.08107963996352,260.0,balanced
2026-01-15,H,1,7,3.0,4,125.11892388044521,260.0,balanced
2026-01-15,H,1,8,4.0,2,53.601940722767054,260.0,balanced
2026-01-15,H,1,9,3.0,2,33.692326996145006,260.0,balanced
2026-01-15,H,1,10,4.0,2,21.342660140801925,260.0,balanced
2026-01-15,H,1,11,4.0,2,21.169595547494186,260.0,balanced
2026-01-15,H,1,12,4.0,2,24.64905151969015,260.0,balanced
2026-01-15,H,1,13,4.0,2,28.11790226632336,260.0,balanced
2026-01-15,H,1,14,3.0,2,35.09555419078891,260.0,balanced
2026-01-15,H,1,15,5.0,2,39.17477693382896,260.0,balanced
2026-01-15,H,1,16,4.0,2,35.785609768779956,260.0,balanced
2026-01-15,H,1,17,4.0,2,30.673024516722222,260.0,balanced
2026-01-15,H,1,18,4.0,2,21.68633017455637,260.0,balanced
2026-01-15,H,1,19,4.0,2,19.382461019429353,260.0,balanced
2026-01-15,H,1,20,4.0,2,16.851089385272687,260.0,balanced
2026-01-15,H,1,21,3.0,2,13.856654000142893,260.0,balanced
2026-01-15,H,1,22,4.0,2,9.751959918626333,260.0,balanced
2026-01-15,H,1,23,3.0,2,8.110901111619503,260.0,balanced
2026-01-15,J,0,0,4.0,8,509.5934173035125,260.0,balanced
2026-01-15,J,0,1,3.0,5,231.14991823412694,260.0,balanced
2026-01-15,J,0,2,3.0,4,161.40464715394896,260.0,balanced
2026-01-15,J,0,3,3.0,5,224.17582444845272,260.0,balanced
2026-01-15,J,0,4,3.0,8,667.7732547472377,260.0,balanced
2026-01-15,J,0,5,3.0,8,2007.0631006944045,260.0,balanced
2026-01-15,J,0,6,6.0,11,4176.287084739106,260.0,balanced
2026-01-15,J,0,7,7.0,12,7198.447738464629,260.0,balanced
2026-01-15,J,0,8,12.0,18,8236.33323037394,260.0,balanced
2026-01-15,J,0,9,7.0,12,5095.879569908767,260.0,balanced
2026-01-15,J,0,10,7.0,12,2498.4828222951337,260.0,balanced
2026-01-15,J,0,11,8.0,13,2351.1729818414383,260.0,balanced
2026-01-15,J,0,12,7.0,12,2509.4626772951046,260.0,balanced
2026-01-15,J,0,13,8.0,13,2821.413334541461,260.0,balanced
2026-01-15,J,0,14,7.0,12,3356.968118102016,260.0,balanced
2026-01-15,J,0,15,8.0,13,3973.1932058305197,260.0,balanced
2026-01-15,J,0,16,7.0,12,4429.512648256257,260.0,balanced
2026-01-15,J,0,17,6.0,11,4929.039871003977,260.0,balanced
2026-01-15,J,0,18,7.0,12,3592.043950430211,260.0,balanced
2026-01-15,J,0,19,6.0,11,3207.944112879827,260.0,balanced
2026-01-15,J,0,20,6.0,11,2511.836207502955,260.0,balanced
2026-01-15,J,0,21,6.0,11,1896.500285932329,260.0,balanced
2026-01-15,J,0,22,6.0,11,1466.4215644315873,260.0,balanced
2026-01-15,J,0,23,4.0,9,942.1849205867544,260.0,balanced
2026-01-15,J,1,0,3.0,8,509.5934173035125,260.0,balanced
2026-01-15,J,1,1,3.0,5,231.14991823412694,260.0,balanced
2026-01-15,J,1,2,3.0,4,161.40464715394896,260.0,balanced
2026-01-15,J,1,3,3.0,5,224.17582444845272,260.0,balanced
2026-01-15,J,1,4,3.0,8,667.7732547472377,260.0,balanced
2026-01-15,J,1,5,4.0,9,2007.0631006944045,260.0,balanced
2026-01-15,J,1,6,7.0,12,4176.287084739106,260.0,balanced
2026-01-15,J,1,7,6.0,11,7198.447738464629,260.0,balanced
2026-01-15,J,1,8,7.0,12,8236.33323037394,260.0,balanced
2026-01-15,J,1,9,8.0,13,5095.879569908767,260.0,balanced
2026-01-15,J,1,10,8.0,13,2498.4828222951337,260.0,balanced
2026-01-15,J,1,11,7.0,12,2351.1729818414383,260.0,balanced
2026-01-15,J,1,12,8.0,13,2509.4626772951046,260.0,balanced
2026-01-15,J,1,13,7.0,12,2821.413334541461,260.0,balanced
2026-01-15,J,1,14,8.0,13,3356.968118102016,260.0,balanced
2026-01-15,J,1,15,8.0,13,3973.1932058305197,260.0,balanced
2026-01-15,J,1,16,10.0,15,4429.512648256257,260.0,balanced
2026-01-15,J,1,17,7.0,12,4929.039871003977,260.0,balanced
2026-01-15,J,1,18,6.0,11,3592.043950430211,260.0,balanced
2026-01-15,J,1,19,6.0,11,3207.944112879827,260.0,balanced
2026-01-15,J,1,20,6.0,11,2511.836207502955,260.0,balanced
2026-01-15,J,1,21,5.0,10,1896.500285932329,260.0,balanced
2026-01-15,J,1,22,4.0,9,1466.4215644315873,260.0,balanced
2026-01-15,J,1,23,4.0,9,942.1849205867544,260.0,balanced
2026-01-15,L,0,0,4.0,9,1126.6196109209955,260.0,balanced
2026-01-15,L,0,1,3.0,7,434.74248023024285,260.0,balanced
2026-01-15,L,0,2,3.0,6,269.7678481047912,260.0,balanced
2026-01-15,L,0,3,3.0,6,268.5443109071428,260.0,balanced
2026-01-15,L,0,4,4.0,8,606.6025038648902,260.0,balanced
2026-01-15,L,0,5,9.0,14,2253.776285936852,260.0,balanced
2026-01-15,L,0,6,12.0,18,5511.44185491262,260.0,balanced
2026-01-15,L,0,7,15.0,22,11536.242114409983,260.0,balanced
2026-01-15,L,0,8,20.0,30,17825.002269199744,260.0,balanced
2026-01-15,L,0,9,19.0,28,11668.49213953704,260.0,balanced
2026-01-15,L,0,10,15.0,22,4776.877706023697,260.0,balanced
2026-01-15,L,0,11,14.0,21,4300.104343084864,260.0,balanced
2026-01-15,L,0,12,12.0,18,4395.699236468661,260.0,balanced
2026-01-15,L,0,13,12.0,18,4959.423311292412,260.0,balanced
2026-01-15,L,0,14,12.0,18,6177.784972573434,260.0,balanced
2026-01-15,L,0,15,13.0,19,7395.185294886592,260.0,balanced
2026-01-15,L,0,16,16.0,24,7708.715826758211,260.0,balanced
2026-01-15,L,0,17,17.0,25,8540.754386675151,260.0,balanced
2026-01-15,L,0,18,16.0,24,7788.065514809262,260.0,balanced
2026-01-15,L,0,19,15.0,22,7849.125792300961,260.0,balanced
2026-01-15,L,0,20,15.0,22,6476.947217373428,260.0,balanced
2026-01-15,L,0,21,13.0,19,5519.100727998343,260.0,balanced
2026-01-15,L,0,22,9.0,14,4763.33925160096,260.0,balanced
2026-01-15,L,0,23,6.0,11,2765.4327089569847,260.0,balanced
2026-01-15,L,1,0,6.0,11,1126.6196109209955,260.0,balanced
2026-01-15,L,1,1,4.0,7,434.74248023024285,260.0,balanced
2026-01-15,L,1,2,3.0,6,269.7678481047912,260.0,balanced
2026-01-15,L,1,3,3.0,6,268.5443109071428,260.0,balanced
2026-01-15,L,1,4,3.0,8,606.6025038648902,260.0,balanced
2026-01-15,L,1,5,4.0,9,2253.776285936852,260.0,balanced
2026-01-15,L,1,6,10.0,15,5511.44185491262,260.0,balanced
2026-01-15,L,1,7,14.0,21,11536.242114409983,260.0,balanced
2026-01-15,L,1,8,20.0,30,17825.002269199744,260.0,balanced
2026-01-15,L,1,9,18.0,27,11668.49213953704,260.0,balanced
2026-01-15,L,1,10,17.0,23,4776.877706023697,260.0,balanced
2026-01-15,L,1,11,15.0,22,4300.104343084864,260.0,balanced
2026-01-15,L,1,12,12.0,18,4395.699236468661,260.0,balanced
2026-01-15,L,1,13,12.0,18,4959.423311292412,260.0,balanced
2026-01-15,L,1,14,12.0,18,6177.784972573434,260.0,balanced
2026-01-15,L,1,15,12.0,18,7395.185294886592,260.0,balanced
2026-01-15,L,1,16,15.0,22,7708.715826758211,260.0,balanced
2026-01-15,L,1,17,17.0,25,8540.754386675151,260.0,balanced
2026-01-15,L,1,18,17.0,25,7788.065514809262,260.0,balanced
2026-01-15,L,1,19,15.0,22,7849.125792300961,260.0,balanced
2026-01-15,L,1,20,15.0,22,6476.947217373428,260.0,balanced
2026-01-15,L,1,21,15.0,22,5519.100727998343,260.0,balanced
2026-01-15,L,1,22,11.0,16,4763.33925160096,260.0,balanced
2026-01-15,L,1,23,7.0,12,2765.4327089569847,260.0,balanced
2026-01-15,M,0,0,3.0,8,1209.2895229268513,260.0,balanced
2026-01-15,M,0,1,3.0,7,441.41479135351716,260.0,balanced
2026-01-15,M,0,2,3.0,6,268.26764796189144,260.0,balanced
2026-01-15,M,0,3,3.0,6,290.9437364309321,260.0,balanced
2026-01-15,M,0,4,3.0,8,754.4353019899949,260.0,balanced
2026-01-15,M,0,5,8.0,13,3373.8095950365732,260.0,balanced
2026-01-15,M,0,6,7.0,12,7350.305833758386,260.0,balanced
2026-01-15,M,0,7,7.0,12,14516.429967086435,260.0,balanced
2026-01-15,M,0,8,9.0,14,18651.768981210018,260.0,balanced
2026-01-15,M,0,9,8.0,13,11728.110818564233,260.0,balanced
2026-01-15,M,0,10,7.0,12,5865.815491470017,260.0,balanced
2026-01-15,M,0,11,7.0,12,5233.966365550096,260.0,balanced
2026-01-15,M,0,12,8.0,13,5471.760041173028,260.0,balanced
2026-01-15,M,0,13,7.0,12,6199.394293496619,260.0,balanced
2026-01-15,M,0,14,8.0,13,7431.2748907360865,260.0,balanced
2026-01-15,M,0,15,7.0,12,9046.221289227122,260.0,balanced
2026-01-15,M,0,16,8.0,13,10437.914827470127,260.0,balanced
2026-01-15,M,0,17,8.0,13,12521.331161983593,260.0,balanced
2026-01-15,M,0,18,8.0,13,9924.211895742123,260.0,balanced
2026-01-15,M,0,19,6.0,11,8835.458302606778,260.0,balanced
2026-01-15,M,0,20,6.0,11,6822.156078874402,260.0,balanced
2026-01-15,M,0,21,6.0,11,5157.780371890905,260.0,balanced
2026-01-15,M,0,22,6.0,11,3917.38690992609,260.0,balanced
2026-01-15,M,0,23,4.0,9,2454.1240646983565,260.0,balanced
2026-01-15,M,1,0,4.0,9,1209.2895229268513,260.0,balanced
2026-01-15,M,1,1,3.0,7,441.41479135351716,260.0,balanced
2026-01-15,M,1,2,3.0,6,268.26764796189144,260.0,balanced
2026-01-15,M,1,3,3.0,6,290.9437364309321,260.0,balanced
2026-01-15,M,1,4,3.0,8,754.4353019899949,260.0,balanced
2026-01-15,M,1,5,8.0,13,3373.8095950365732,260.0,balanced
2026-01-15,M,1,6,7.0,12,7350.305833758386,260.0,balanced
2026-01-15,M,1,7,10.0,15,14516.429967086435,260.0,balanced
2026-01-15,M,1,8,8.0,13,18651.768981210018,260.0,balanced
2026-01-15,M,1,9,7.0,12,11728.110818564233,260.0,balanced
2026-01-15,M,1,10,8.0,13,5865.815491470017,260.0,balanced
2026-01-15,M,1,11,7.0,12,5233.966365550096,260.0,balanced
2026-01-15,M,1,12,8.0,13,5471.760041173028,260.0,balanced
2026-01-15,M,1,13,7.0,12,6199.394293496619,260.0,balanced
2026-01-15,M,1,14,8.0,13,7431.2748907360865,260.0,balanced
2026-01-15,M,1,15,7.0,12,9046.221289227122,260.0,balanced
2026-01-15,M,1,16,7.0,12,10437.914827470127,260.0,balanced
2026-01-15,M,1,17,8.0,13,12521.331161983593,260.0,balanced
2026-01-15,M,1,18,8.0,13,9924.211895742123,260.0,balanced
2026-01-15,M,1,19,7.0,12,8835.458302606778,260.0,balanced
2026-01-15,M,1,20,4.0,9,6822.156078874402,260.0,balanced
2026-01-15,M,1,21,3.0,8,5157.780371890905,260.0,balanced
2026-01-15,M,1,22,6.0,11,3917.38690992609,260.0,balanced
2026-01-15,M,1,23,4.0,9,2454.1240646983565,260.0,balanced
2026-01-15,N,0,0,3.0,8,856.7572500350598,260.0,balanced
2026-01-15,N,0,1,3.0,6,320.93650406894176,260.0,balanced
2026-01-15,N,0,2,3.0,5,192.4906253621339,260.0,balanced
2026-01-15,N,0,3,3.0,5,207.577336502557,260.0,balanced
2026-01-15,N,0,4,3.0,8,579.2913579285588,260.0,balanced
2026-01-15,N,0,5,5.0,10,2153.4611430861096,260.0,balanced
2026-01-15,N,0,6,7.0,12,5671.1008389236185,260.0,balanced
2026-01-15,N,0,7,10.0,15,12010.264586837666,260.0,balanced
2026-01-15,N,0,8,8.0,13,14163.041022774236,260.0,balanced
2026-01-15,N,0,9,6.0,11,9188.015842035305,260.0,balanced
2026-01-15,N,0,10,8.0,13,4503.937744218944,260.0,balanced
2026-01-15,N,0,11,8.0,13,4003.173925233308,260.0,balanced
2026-01-15,N,0,12,7.0,12,4167.012436363082,260.0,balanced
2026-01-15,N,0,13,7.0,12,4650.009300524847,260.0,balanced
2026-01-15,N,0,14,7.0,12,5627.180909916918,260.0,balanced
2026-01-15,N,0,15,10.0,15,6724.846793187666,260.0,balanced
2026-01-15,N,0,16,8.0,13,7546.477272317822,260.0,balanced
2026-01-15,N,0,17,7.0,12,9334.649810777539,260.0,balanced
2026-01-15,N,0,18,6.0,11,7047.14058874725,260.0,balanced
2026-01-15,N,0,19,5.0,10,6044.384967576158,260.0,balanced
2026-01-15,N,0,20,5.0,10,4739.164926682282,260.0,balanced
2026-01-15,N,0,21,5.0,10,4095.9574969296573,260.0,balanced
2026-01-15,N,0,22,5.0,10,3349.8626007625107,260.0,balanced
2026-01-15,N,0,23,4.0,9,1859.1977974703223,260.0,balanced
2026-01-15,N,1,0,3.0,8,856.7572500350598,260.0,balanced
2026-01-15,N,1,1,3.0,6,320.93650406894176,260.0,balanced
2026-01-15,N,1,2,3.0,5,192.4906253621339,260.0,balanced
2026-01-15,N,1,3,3.0,5,207.577336502557,260.0,balanced
2026-01-15,N,1,4,3.0,8,579.2913579285588,260.0,balanced
2026-01-15,N,1,5,4.0,9,2153.4611430861096,260.0,balanced
2026-01-15,N,1,6,6.0,11,5671.1008389236185,260.0,balanced
2026-01-15,N,1,7,6.0,11,12010.264586837666,260.0,balanced
2026-01-15,N,1,8,8.0,13,14163.041022774236,260.0,balanced
2026-01-15,N,1,9,8.0,13,9188.015842035305,260.0,balanced
2026-01-15,N,1,10,7.0,12,4503.937744218944,260.0,balanced
2026-01-15,N,1,11,7.0,12,4003.173925233308,260.0,balanced
2026-01-15,N,1,12,8.0,13,4167.012436363082,260.0,balanced
2026-01-15,N,1,13,7.0,12,4650.009300524847,260.0,balanced
2026-01-15,N,1,14,8.0,13,5627.180909916918,260.0,balanced
2026-01-15,N,1,15,7.0,12,6724.846793187666,260.0,balanced
2026-01-15,N,1,16,9.0,14,7546.477272317822,260.0,balanced
2026-01-15,N,1,17,9.0,14,9334.649810777539,260.0,balanced
2026-01-15,N,1,18,7.0,12,7047.14058874725,260.0,balanced
2026-01-15,N,1,19,7.0,12,6044.384967576158,260.0,balanced
2026-01-15,N,1,20,5.0,10,4739.164926682282,260.0,balanced
2026-01-15,N,1,21,4.0,9,4095.9574969296573,260.0,balanced
2026-01-15,N,1,22,6.0,11,3349.8626007625107,260.0,balanced
2026-01-15,N,1,23,4.0,9,1859.1977974703223,260.0,balanced
2026-01-15,Q,0,0,3.0,8,892.2169593822501,260.0,balanced
2026-01-15,Q,0,1,3.0,6,324.7043636069705,260.0,balanced
2026-01-15,Q,0,2,3.0,5,198.7101345236221,260.0,balanced
2026-01-15,Q,0,3,3.0,5,220.54632747005024,260.0,balanced
2026-01-15,Q,0,4,4.0,9,664.8890591406202,260.0,balanced
2026-01-15,Q,0,5,5.0,10,2430.138286101915,260.0,balanced
2026-01-15,Q,0,6,8.0,13,6511.121328911723,260.0,balanced
2026-01-15,Q,0,7,9.0,14,15090.622671527344,260.0,balanced
2026-01-15,Q,0,8,9.0,14,22069.02550903105,260.0,balanced
2026-01-15,Q,0,9,7.0,12,12994.602862026086,260.0,balanced
2026-01-15,Q,0,10,8.0,13,5654.748343388324,260.0,balanced
2026-01-15,Q,0,11,7.0,12,5257.515369177056,260.0,balanced
2026-01-15,Q,0,12,8.0,13,5437.336097921022,260.0,balanced
2026-01-15,Q,0,13,7.0,12,6037.8891676169,260.0,balanced
2026-01-15,Q,0,14,8.0,13,7201.735245560721,260.0,balanced
2026-01-15,Q,0,15,7.0,12,9077.021152873625,260.0,balanced
2026-01-15,Q,0,16,9.0,14,10395.58988500305,260.0,balanced
2026-01-15,Q,0,17,8.0,13,11893.854810900059,260.0,balanced
2026-01-15,Q,0,18,10.0,15,9361.93958240779,260.0,balanced
2026-01-15,Q,0,19,8.0,13,8288.542788786342,260.0,balanced
2026-01-15,Q,0,20,8.0,13,6321.397302663143,260.0,balanced
2026-01-15,Q,0,21,6.0,11,4838.78254086788,260.0,balanced
2026-01-15,Q,0,22,5.0,10,3847.2528984566898,260.0,balanced
2026-01-15,Q,0,23,4.0,9,2164.904647779125,260.0,balanced
2026-01-15,Q,1,0,3.0,8,892.2169593822501,260.0,balanced
2026-01-15,Q,1,1,3.0,6,324.7043636069705,260.0,balanced
2026-01-15,Q,1,2,3.0,5,198.7101345236221,260.0,balanced
2026-01-15,Q,1,3,3.0,5,220.54632747005024,260.0,balanced
2026-01-15,Q,1,4,3.0,8,664.8890591406202,260.0,balanced
2026-01-15,Q,1,5,4.0,9,2430.138286101915,260.0,balanced
2026-01-15,Q,1,6,7.0,12,6511.121328911723,260.0,balanced
2026-01-15,Q,1,7,7.0,12,15090.622671527344,260.0,balanced
2026-01-15,Q,1,8,10.0,15,22069.02550903105,260.0,balanced
2026-01-15,Q,1,9,8.0,13,12994.602862026086,260.0,balanced
2026-01-15,Q,1,10,7.0,12,5654.748343388324,260.0,balanced
2026-01-15,Q,1,11,8.0,13,5257.515369177056,260.0,balanced
2026-01-15,Q,1,12,7.0,12,5437.336097921022,260.0,balanced
2026-01-15,Q,1,13,8.0,13,6037.8891676169,260.0,balanced
2026-01-15,Q,1,14,7.0,12,7201.735245560721,260.0,balanced
2026-01-15,Q,1,15,8.0,13,9077.021152873625,260.0,balanced
2026-01-15,Q,1,16,8.0,13,10395.58988500305,260.0,balanced
2026-01-15,Q,1,17,9.0,14,11893.854810900059,260.0,balanced
2026-01-15,Q,1,18,9.0,14,9361.93958240779,260.0,balanced
2026-01-15,Q,1,19,9.0,14,8288.542788786342,260.0,balanced
2026-01-15,Q,1,20,8.0,13,6321.397302663143,260.0,balanced
2026-01-15,Q,1,21,8.0,13,4838.78254086788,260.0,balanced
2026-01-15,Q,1,22,5.0,10,3847.2528984566898,260.0,balanced
2026-01-15,Q,1,23,6.0,11,2164.904647779125,260.0,balanced
2026-01-15,R,0,0,3.0,8,1341.5894960028397,260.0,balanced
2026-01-15,R,0,1,3.0,8,497.8382964657319,260.0,balanced
2026-01-15,R,0,2,3.0,6,311.53793356771763,260.0,balanced
2026-01-15,R,0,3,3.0,6,355.28073501937087,260.0,balanced
2026-01-15,R,0,4,3.0,8,966.2493522666119,260.0,balanced
2026-01-15,R,0,5,5.0,10,3988.1067912137246,260.0,balanced
2026-01-15,R,0,6,7.0,12,9240.227847958173,260.0,balanced
2026-01-15,R,0,7,9.0,14,18824.38353905578,260.0,balanced
2026-01-15,R,0,8,8.0,13,23717.44921760527,260.0,balanced
2026-01-15,R,0,9,8.0,13,14885.618541957603,260.0,balanced
2026-01-15,R,0,10,8.0,13,7479.800503782238,260.0,balanced
2026-01-15,R,0,11,7.0,12,6816.2863189985555,260.0,balanced
2026-01-15,R,0,12,8.0,13,7257.030602817958,260.0,balanced
2026-01-15,R,0,13,7.0,12,8157.123212354812,260.0,balanced
2026-01-15,R,0,14,8.0,13,9899.391246203686,260.0,balanced
2026-01-15,R,0,15,9.0,14,12553.17870409845,260.0,balanced
2026-01-15,R,0,16,8.0,13,14041.240039543369,260.0,balanced
2026-01-15,R,0,17,9.0,14,16778.315705154724,260.0,balanced
2026-01-15,R,0,18,8.0,13,12407.21737334019,260.0,balanced
2026-01-15,R,0,19,7.0,12,10908.643578945967,260.0,balanced
2026-01-15,R,0,20,7.0,12,8538.847801031136,260.0,balanced
2026-01-15,R,0,21,4.0,9,6850.281780974425,260.0,balanced
2026-01-15,R,0,22,6.0,11,5300.779413939946,260.0,balanced
2026-01-15,R,0,23,3.0,8,3084.905276903329,260.0,balanced
2026-01-15,R,1,0,3.0,8,1341.5894960028397,260.0,balanced
2026-01-15,R,1,1,3.0,8,497.8382964657319,260.0,balanced
2026-01-15,R,1,2,3.0,6,311.53793356771763,260.0,balanced
2026-01-15,R,1,3,3.0,6,355.28073501937087,260.0,balanced
2026-01-15,R,1,4,3.0,8,966.2493522666119,260.0,balanced
2026-01-15,R,1,5,10.0,15,3988.1067912137246,260.0,balanced
2026-01-15,R,1,6,8.0,13,9240.227847958173,260.0,balanced
2026-01-15,R,1,7,9.0,14,18824.38353905578,260.0,balanced
2026-01-15,R,1,8,8.0,13,23717.44921760527,260.0,balanced
2026-01-15,R,1,9,8.0,13,14885.618541957603,260.0,balanced
2026-01-15,R,1,10,7.0,12,7479.800503782238,260.0,balanced
2026-01-15,R,1,11,8.0,13,6816.2863189985555,260.0,balanced
2026-01-15,R,1,12,7.0,12,7257.030602817958,260.0,balanced
2026-01-15,R,1,13,8.0,13,8157.123212354812,260.0,balanced
2026-01-15,R,1,14,7.0,12,9899.391246203686,260.0,balanced
2026-01-15,R,1,15,8.0,13,12553.17870409845,260.0,balanced
2026-01-15,R,1,16,10.0,15,14041.240039543369,260.0,balanced
2026-01-15,R,1,17,8.0,13,16778.315705154724,260.0,balanced
2026-01-15,R,1,18,7.0,12,12407.21737334019,260.0,balanced
2026-01-15,R,1,19,6.0,11,10908.643578945967,260.0,balanced
2026-01-15,R,1,20,7.0,12,8538.847801031136,260.0,balanced
2026-01-15,R,1,21,6.0,11,6850.281780974425,260.0,balanced
2026-01-15,R,1,22,3.0,8,5300.779413939946,260.0,balanced
2026-01-15,R,1,23,2.0,7,3084.905276903329,260.0,balanced
2026-01-15,SI,0,0,2.0,7,1016.102858101813,260.0,balanced
2026-01-15,SI,0,1,2.0,7,382.2032730806595,260.0,balanced
2026-01-15,SI,0,2,2.0,5,241.7543987513804,260.0,balanced
2026-01-15,SI,0,3,2.0,6,288.09183539746755,260.0,balanced
2026-01-15,SI,0,4,2.0,7,706.9774492771675,260.0,balanced
2026-01-15,SI,0,5,3.0,8,2478.788718832362,260.0,balanced
2026-01-15,SI,0,6,6.0,11,6075.699328807008,260.0,balanced
2026-01-15,SI,0,7,8.0,13,12154.325099471509,260.0,balanced
2026-01-15,SI,0,8,5.0,10,14958.19263499336,260.0,balanced
2026-01-15,SI,0,9,2.0,7,9695.739251825416,260.0,balanced
2026-01-15,SI,0,10,2.0,7,4794.467887070169,260.0,balanced
2026-01-15,SI,0,11,2.0,7,4491.49135097939,260.0,balanced
2026-01-15,SI,0,12,2.0,7,4855.29173689193,260.0,balanced
2026-01-15,SI,0,13,2.0,7,5509.189017910025,260.0,balanced
2026-01-15,SI,0,14,3.0,8,6631.64044021007,260.0,balanced
2026-01-15,SI,0,15,3.0,8,8282.05201057692,260.0,balanced
2026-01-15,SI,0,16,3.0,8,9484.41677827505,260.0,balanced
2026-01-15,SI,0,17,4.0,9,11068.02030902375,260.0,balanced
2026-01-15,SI,0,18,4.0,9,8318.990453581748,260.0,balanced
2026-01-15,SI,0,19,4.0,9,7324.393689697067,260.0,balanced
2026-01-15,SI,0,20,2.0,7,5660.963301294821,260.0,balanced
2026-01-15,SI,0,21,2.0,7,4644.617874258829,260.0,balanced
2026-01-15,SI,0,22,2.0,7,3651.365135900635,260.0,balanced
2026-01-15,SI,0,23,2.0,7,2174.6126670863187,260.0,balanced
2026-01-15,SI,1,0,2.0,7,1016.102858101813,260.0,balanced
2026-01-15,SI,1,1,2.0,7,382.2032730806595,260.0,balanced
2026-01-15,SI,1,2,2.0,5,241.7543987513804,260.0,balanced
2026-01-15,SI,1,3,2.0,6,288.09183539746755,260.0,balanced
2026-01-15,SI,1,4,2.0,7,706.9774492771675,260.0,balanced
2026-01-15,SI,1,5,2.0,7,2478.788718832362,260.0,balanced
2026-01-15,SI,1,6,2.0,7,6075.699328807008,260.0,balanced
2026-01-15,SI,1,7,8.0,13,12154.325099471509,260.0,balanced
2026-01-15,SI,1,8,5.0,10,14958.19263499336,260.0,balanced
2026-01-15,SI,1,9,2.0,7,9695.739251825416,260.0,balanced
2026-01-15,SI,1,10,2.0,7,4794.467887070169,260.0,balanced
2026-01-15,SI,1,11,2.0,7,4491.49135097939,260.0,balanced
2026-01-15,SI,1,12,2.0,7,4855.29173689193,260.0,balanced
2026-01-15,SI,1,13,2.0,7,5509.189017910025,260.0,balanced
2026-01-15,SI,1,14,2.0,7,6631.64044021007,260.0,balanced
2026-01-15,SI,1,15,3.0,8,8282.05201057692,260.0,balanced
2026-01-15,SI,1,16,6.0,11,9484.41677827505,260.0,balanced
